Head	CymD.C.HB	CymD.C.HRP	CymD.C.LB	CymD.C.LRP	CymD.C.MRP	CymS.C.B	CymS.C.HRP.1	CymS.C.HRP.2	CymS.C.LRP.1	CymS.C.LRP.2	CymS.C.NBB.1	CymS.C.NBB.2
GH13_18	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
GH13_19	0	0	0	0	0	0	0	0	0	0	0	0
GH13_20	42.9058973745408	15.3710280350061	0	8.87991633621466	26.9639744680659	47.0395282232432	51.9910113381281	23.5939895126542	27.273351825395	15.9701639942488	21.9674395244196	0.437632646773343
GH13_23	79.3494595304999	22.5074949845958	19.7262779037465	209.797333625682	297.293269481642	281.704213060524	250.485720603072	173.910681297715	91.6914590374207	46.2639209740709	6.03613848952496	0.294696177464308
GH13_24	0	0	0	0	0	0	0	0	0	0	0	0
GH13_26	0	0	0	0	0	0	0	0	0	0	0	0
GH13_3	0	0	0	0	0	0	0	0	0	0	0	0
GH13_31	0	0	0	0	0	0	0	0	0	0	0	0
GH13_36	0	0	0	0	0	0	0	0	0	0	0	0
GH13_4	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
GH13_6	0	0	0	0	0	0	0	0	0	0	0	0
GH13_7	0	0	0	0	0	0	0	0	0	0	0	0
GH13_9	2152.77193503105	1762.45707338332	393.514939458387	2865.59189231717	3170.29482045908	1598.44646170951	8857.70838952263	2597.42827812106	1574.22735861816	2361.16068474011	401.337660959092	92.7788881248028
GH14	0	0	0	0	0	0	0	0	0	0	0	0
GH140	262.277907286206	342.809938417818	53.60790021105	140.600023393763	156.925240207493	180.552964795872	236.370218614256	103.599291386104	164.849459428042	80.518059577225	44.2916522534774	29.7578472602545
GH141	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH142	102.298783541583	130.637819681498	78.8908954473367	396.395718629136	512.320117941541	61.5364619122562	87.2757410860913	50.7977484677715	205.292453703968	95.8434924445169	3.40672363081297	5.565486506427
GH144	0	0	0	0	0	0	0	0	0	0	0	0
GH145	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH146	885.318659051946	18382.2350537193	321.100610715348	2806.77445410761	1796.27596131771	20.8477085793291	1125.70914462993	1459.50642701198	32517.4794527421	213.537075958689	18.3240403451806	27.7793706986568
GH148	0	0	0	0	0	0	0	0	0	0	0	0
GH149	0	0	0	0	0	0	0	0	0	0	0	0
GH15	8807.15300732883	8817.18114820243	828.72758740711	7659.43640452488	4624.23685784687	2492.9658888498	2818.87685887041	873.066855415049	6818.37079691342	544.732759637319	747.659302333352	55.6490100424681
GH151	1278.12553134715	1659.60228392441	111.397491411412	1264.42030879483	1180.70279444299	436.667455316122	431.715101353316	182.511863119143	1479.61760698975	118.828791977915	127.869372017461	15.5443814663199
GH153	0	0	0	0	0	0	0	0	0	0	0	0
GH16	1642.88450109536	18988.8311331936	498.013731474123	4344.07715933842	3724.69518149009	1234.16394788604	2975.83395802382	2129.77153662782	33433.4956919071	617.923479712519	151.090003832616	46.5524925974646
GH17	260.526543435354	117.135079052864	44.2950651180007	365.838259536489	313.623022260591	81.0364945624844	87.5764188324742	54.8911435681655	102.487490607679	42.8000360105399	43.5521944373669	3.28312244474793
GH18	966.111068731397	872.138202240293	193.201998326285	1639.80098987205	1968.44414317431	817.972595730115	936.740561181282	356.670592864734	1166.04802481822	294.830183605041	115.278129703497	24.4867479337208
GH19	0	0	0	0	0	0	0	0	0	0	0	0
GH2	2784.6954049705	2962.33324076313	270.891389479242	3207.13236849586	3424.71888575237	1809.50870966503	2297.61754159908	872.586426435878	2964.60183258558	549.08905262261	386.534137929973	37.3017531088978
GH20	1320.27647406168	1692.49568811195	138.503796313205	1382.37973018807	1321.55931344549	633.421887435697	590.054116010596	198.436859073112	1660.37722220041	166.369818611795	156.086851927995	16.3518486818339
GH23	11365.4700892969	34904.2975397533	2824.32881705242	15745.8116051128	15076.956401189	5536.77653079845	26192.1729206996	25831.6357386921	51882.7969541148	8010.1753551167	3673.07367446668	1937.64920119836
GH24	0	0	0	0	0	0	0	0	0	0	0	0
GH25	0	0	0	0	0	0	0	0	0	0	0	0
GH26	0	0	0	0	0	0	0	0	0	0	0	0
GH28	1096.21112729491	1102.16038409596	146.448799217599	1263.33160346745	1197.96391364071	1197.33485484039	1900.72917664869	642.181141674714	941.492175144108	456.931637521781	419.338046615509	41.3945257627152
GH29	517.871182697906	516.5748343991	170.579714202243	1291.01071584976	1582.55958362901	999.93661192409	1623.39948428455	619.607457998879	650.269386728123	404.957141630089	92.8920337942217	17.8270481431364
GH3	7759.76128186199	11111.799156745	1246.62959345345	9639.88103117713	10129.7188563595	2654.62931802274	19617.4800008105	17385.264871938	11707.1000710249	5501.65702193818	1995.19914886056	643.979723272687
GH30	0	0	0	0	0	0	0	0	0	0	0	0
GH31	0	0	0	0	0	0	0	0	0	0	0	0
GH32	773.276127060918	1014.97698582132	117.91451597588	934.5637040585	1015.29477990841	1211.55091123821	1716.29419061509	619.470267705574	821.793597084083	393.938151744994	188.793974487159	36.588707323738
GH33	4561.96225718358	5705.96905546882	529.805589285202	4579.64585782121	5503.72971611392	2306.9016675649	3235.53486853588	1164.05484589435	5282.40383407408	901.768301956145	573.03512384887	76.9251859680841
GH36	0	0	0	0	0	0	0	0	0	0	0	0
GH37	0	0	0	0	0	0	0	0	0	0	0	0
GH38	0	0	0	0	0	0	0	0	0	0	0	0
GH39	0	0	0	0	0	0	0	0	0	0	0	0
GH4	3817.39167701715	5305.77056278665	499.165249016033	3706.54423710601	5271.71118356135	2343.89989564471	3572.67513000835	1131.14449514387	5131.0683287716	805.811724310057	422.781641538948	43.8339257235476
GH42	283.978451748492	364.136828627205	69.4000933702824	400.264640998282	460.58373557934	695.043946557376	1123.90279511237	372.120142744904	387.608437188418	207.168213410411	74.6999380692177	7.62492730937376
GH43	1014.01045440197	1530.14311528886	58.4039332093454	875.750763673849	637.147251249489	340.463386789021	321.636746875153	102.357812451914	1277.21986796813	87.4235109327275	107.014768431586	9.83823164987901
GH43_10	0	0	0	0	0	0	0	0	0	0	0	0
GH43_12	0	0	0	0	0	0	0	0	0	0	0	0
GH43_18	0	0	0	0	0	0	0	0	0	0	0	0
GH43_2	0	0	0	0	0	0	0	0	0	0	0	0
GH43_23	0	0	0	0	0	0	0	0	0	0	0	0
GH43_30	0	0	0	0	0	0	0	0	0	0	0	0
GH43_33	0	0	0	0	0	0	0	0	0	0	0	0
GH43_34	0	0	0	0	0	0	0	0	0	0	0	0
GH43_5	885.318659051946	18382.2350537193	321.100610715348	2806.77445410761	1796.27596131771	20.8477085793291	1125.70914462993	1459.50642701198	32517.4794527421	213.537075958689	18.3240403451806	27.7793706986568
GH43_9	0	0	0	0	0	0	0	0	0	0	0	0
GH44	0	0	0	0	0	0	0	0	0	0	0	0
GH46	0	0	0	0	0	0	0	0	0	0	0	0
GH49	0	0	0	0	0	0	0	0	0	0	0	0
GH5	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH50	1373.39487533678	2033.04981988656	131.432244116223	1009.63645758096	1609.40167505295	328.760885460644	643.605878520743	159.212687158786	1863.60678792318	149.710923878899	125.74672446102	4.14597499966711
GH51	0	0	0	0	0	0	0	0	0	0	0	0
GH53	0	0	0	0	0	0	0	0	0	0	0	0
GH56	10.6516845602284	39.1897586989202	0	41.8024102545787	6.8406908656903	0	0.90967032567386	0	11.2345481342774	1.75755158526281	0	0
GH57	762.928014565034	532.934686024688	958.545449068772	1379.20206482324	1452.06715097034	665.560374333081	8060.09935188356	2371.94178838432	367.316012229865	3135.68335905174	756.920617220221	1061.94881734803
GH59	0	0	0	0	0	0	0	0	0	0	0	0
GH5_13	0	0	0	0	0	0	0	0	0	0	0	0
GH5_19	0	0	0	0	0	0	0	0	0	0	0	0
GH5_21	0	0	0	0	0	0	0	0	0	0	0	0
GH5_22	0	0	0	0	0	0	0	0	0	0	0	0
GH5_25	0	0	0	0	0	0	0	0	0	0	0	0
GH5_28	0	0	0	0	0	0	0	0	0	0	0	0
GH5_34	0	0	0	0	0	0	0	0	0	0	0	0
GH5_36	0	0	0	0	0	0	0	0	0	0	0	0
GH5_46	694.63046152689	541.791361117974	146.394772188649	1355.8151963422	1666.61550678921	661.523437994246	825.50517775483	321.671886588908	827.20241079184	241.580728385981	86.6720775608577	17.5905002925987
GH5_48	0	0	0	0	0	0	0	0	0	0	0	0
GH5_5	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH5_7	542.974944977773	387.406013104111	119.140996428268	1029.47714988272	1314.84261518567	556.845228751307	644.037268803873	232.65158248507	661.23423026374	192.498974573497	81.3548836060652	16.9409315427609
GH62	0	0	0	0	0	0	0	0	0	0	0	0
GH63	2300.74914391276	3227.45298308757	395.447964701449	2354.56185356002	2412.04549556002	2291.95187837972	2053.64244767608	661.22131265601	2233.42490281016	417.139153277327	212.045359462368	48.1705001179459
GH65	0	0	0	0	0	0	0	0	0	0	0	0
GH66	0	0	0	0	0	0	0	0	0	0	0	0
GH67	739.17302791254	680.181406664534	61.6895322047422	763.74584122172	611.772791261181	383.994442495715	653.596977774972	218.071499100658	501.782886190667	199.725216701075	338.846678373909	31.2819279528601
GH68	0	0	0	0	0	0	0	0	0	0	0	0
GH73	3142.31902891823	7216.34598059274	1389.78564616955	4379.33781129827	3475.11406984454	1342.18563112374	17710.86116755	21898.3009601372	11004.6796079213	4629.36056194447	1744.70165191342	1509.40907838782
GH74	26898.3244847536	26864.3343463235	2516.90687821292	25187.4662701523	22072.4244222242	9543.31473454046	14758.6381043646	4559.09185803375	22554.3530010054	3266.97595525362	2612.87856777616	392.073329961185
GH75	0	0	0	0	0	0	0	0	0	0	0	0
GH76	18574.8347375768	15323.7162737545	1757.66337922499	17869.9776787902	13439.0421294766	6975.41770043388	16243.8129498781	4791.48307337493	11986.5830509639	3572.0696803289	1496.71001245608	291.635060828609
GH77	1583.34044646445	1352.16349405882	260.048552251247	2269.72169530202	2203.80368102154	481.862965590785	7911.66195934235	2043.84667253037	1184.18305132686	2146.28431965933	202.919877456783	62.2929033518341
GH78	1323.84471134969	1870.01502384618	175.943056652243	1334.6068322959	1180.22189818897	550.03519846409	431.993387730696	148.273526369306	1695.1442508462	190.923939301082	152.856267296883	30.5598175065072
GH8	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH80	0	0	0	0	0	0	0	0	0	0	0	0
GH81	0	0	0	0	0	0	0	0	0	0	0	0
GH82	0	0	0	0	0	0	0	0	0	0	0	0
GH84	370.861433072265	459.093212736012	133.676851322026	496.454056772095	595.429508848323	306.892815582316	381.590546484283	162.500688578377	347.029448674551	185.156421496945	61.5270989761352	44.7287802718676
GH87	0	0	0	0	0	0	0	0	0	0	0	0
GH88	546.256359034698	706.946767045023	123.007993581332	540.864664392046	617.508975786833	875.596911353249	1360.27301372662	475.719434131008	552.45789661646	287.686272987636	118.991590322695	37.3827745696282
GH89	0	0	0	0	0	0	0	0	0	0	0	0
GH9	0	0	0	0	0	0	0	0	0	0	0	0
GH91	0	0	0	0	0	0	0	0	0	0	0	0
GH92	0	0	0	0	0	0	0	0	0	0	0	0
GH93	5.62050978331724	0	0	3.12071651771329	21.5868921928252	0.859023881934657	0.899954220726743	2.24203427948317	0	2.45961702828899	44.4109671250023	1.19159758713829
GH94	0	0	0	0	0	0	0	0	0	0	0	0
GH95	119.657658733538	81.4649038444363	39.6218855712452	206.154485057981	291.036478271398	629.7942026776	1094.51644637614	368.168658309274	105.752369126837	180.487462019552	59.9226090184229	11.0420100493526
GH97	0	0	0	0	0	0	0	0	0	0	0	0
GH98	0	0	0	0	0	0	0	0	0	0	0	0
GH99	1172.04737567358	1141.95206145667	65.2032425088694	1150.11398423861	1117.26845011527	408.66148027564	464.123570614329	171.909941975875	1082.02260968176	186.683972199595	153.472554741574	15.4772629256847
AA1	0	0	0	0	0	0	0	0	0	0	0	0
AA10	0	0	0	0	0	0	0	0	0	0	0	0
AA12	0	0	0	0	0	0	0	0	0	0	0	0
AA1_3	32.6506320239329	122.540222110817	9.83098947704912	32.5854762849306	155.644250707041	16.2328337301576	4.19305640459474	8.22581764144656	118.175651006107	3.78719274648682	22.9179589709236	0.457732684829739
AA2	0	0	0	0	0	0	0	0	0	0	0	0
AA3	0	0	0	0	0	0	0	0	0	0	0	0
AA3_2	0	0	0	0	0	0	0	0	0	0	0	0
AA4	0	0	0	0	0	0	0	0	0	0	0	0
AA5_2	0	0	0	0	0	0	0	0	0	0	0	0
AA6	0	0	0	0	0	0	0	0	0	0	0	0
AA7	0	0	0	0	0	0	0	0	0	0	0	0
CBM11	0	0	0	0	0	0	0	0	0	0	0	0
CBM12	0	0	0	0	0	0	0	0	0	0	0	0
CBM13	0	0	0	0	0	0	0	0	0	0	0	0
CBM14	0	0	0	0	0	0	0	0	0	0	0	0
CBM15	0	0	0	0	0	0	0	0	0	0	0	0
CBM16	0	0	0	0	0	0	0	0	0	0	0	0
CBM17	0	0	0	0	0	0	0	0	0	0	0	0
CBM2	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
CBM20	0	0	0	0	0	0	0	0	0	0	0	0
CBM21	0	0	0	0	0	0	0	0	0	0	0	0
CBM22	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
CBM23	0	0	0	0	0	0	0	0	0	0	0	0
CBM24	0	0	0	0	0	0	0	0	0	0	0	0
CBM28	0	0	0	0	0	0	0	0	0	0	0	0
CBM29	0	0	0	0	0	0	0	0	0	0	0	0
CBM3	0	0	0	0	0	0	0	0	0	0	0	0
CBM32	0	0	0	0	0	0	0	0	0	0	0	0
CBM34	0	0	0	0	0	0	0	0	0	0	0	0
CBM35	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
CBM37	0	0	0	0	0	0	0	0	0	0	0	0
CBM38	0	0	0	0	0	0	0	0	0	0	0	0
CBM39	0	0	0	0	0	0	0	0	0	0	0	0
CBM4	0	0	0	0	0	0	0	0	0	0	0	0
CBM40	0	0	0	0	0	0	0	0	0	0	0	0
CBM41	0	0	0	0	0	0	0	0	0	0	0	0
CBM43	0	0	0	0	0	0	0	0	0	0	0	0
CBM44	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
CBM47	0	0	0	0	0	0	0	0	0	0	0	0
CBM48	0	0	0	0	0	0	0	0	0	0	0	0
CBM5	0	0	0	0	0	0	0	0	0	0	0	0
CBM50	0	0	0	0	0	0	0	0	0	0	0	0
CBM51	0	0	0	0	0	0	0	0	0	0	0	0
CBM53	0	0	0	0	0	0	0	0	0	0	0	0
CBM54	0	0	0	0	0	0	0	0	0	0	0	0
CBM56	0	0	0	0	0	0	0	0	0	0	0	0
CBM57	0	0	0	0	0	0	0	0	0	0	0	0
CBM6	0	0	0	0	0	0	0	0	0	0	0	0
CBM61	0	0	0	0	0	0	0	0	0	0	0	0
CBM63	0	0	0	0	0	0	0	0	0	0	0	0
CBM66	0	0	0	0	0	0	0	0	0	0	0	0
CBM67	0	0	0	0	0	0	0	0	0	0	0	0
CBM69	0	0	0	0	0	0	0	0	0	0	0	0
CBM70	0	0	0	0	0	0	0	0	0	0	0	0
CBM73	0	0	0	0	0	0	0	0	0	0	0	0
CBM77	0	0	0	0	0	0	0	0	0	0	0	0
CBM78	0	0	0	0	0	0	0	0	0	0	0	0
CBM8	0	0	0	0	0	0	0	0	0	0	0	0
CBM80	0	0	0	0	0	0	0	0	0	0	0	0
CBM81	0	0	0	0	0	0	0	0	0	0	0	0
CBM9	0	0	0	0	0	0	0	0	0	0	0	0
CE1	0	0	0	0	0	0	0	0	0	0	0	0
CE10	0	0	0	0	0	0	0	0	0	0	0	0
CE11	0	0	0	0	0	0	0	0	0	0	0	0
CE12	0	0	0	0	0	0	0	0	0	0	0	0
CE13	0	0	0	0	0	0	0	0	0	0	0	0
CE14	92.8738967933402	205.6629172796	0.73586892606285	61.2264110737374	168.653904470879	19.1788148576053	34.1464545522145	19.3588257612747	204.162534379304	6.36723865365911	20.7370707579689	0
CE15	0	0	0	0	0	0	0	0	0	0	0	0
CE16	0	0	0	0	0	0	0	0	0	0	0	0
CE2	0	0	0	0	0	0	0	0	0	0	0	0
CE3	0	0	0	0	0	0	0	0	0	0	0	0
CE4	0	0	0	0	0	0	0	0	0	0	0	0
CE5	0	0	0	0	0	0	0	0	0	0	0	0
CE6	0	0	0	0	0	0	0	0	0	0	0	0
CE7	0	0	0	0	0	0	0	0	0	0	0	0
CE8	0	0	0	0	0	0	0	0	0	0	0	0
CE9	0	0	0	0	0	0	0	0	0	0	0	0
GT1	0	0	0	0	0	0	0	0	0	0	0	0
GT10	0	0	0	0	0	0	0	0	0	0	0	0
GT102	0	0	0	0	0	0	0	0	0	0	0	0
GT104	0	0	0	0	0	0	0	0	0	0	0	0
GT105	0	0	0	0	0	0	0	0	0	0	0	0
GT11	0	0	0	0	0	0	0	0	0	0	0	0
GT12	0	0	0	0	0	0	0	0	0	0	0	0
GT13	0	0	0	0	0	0	0	0	0	0	0	0
GT14	0	0	0	0	0	0	0	0	0	0	0	0
GT17	0	0	0	0	0	0	0	0	0	0	0	0
GT19	0	0	0	0	0	0	0	0	0	0	0	0
GT20	0	0	0	0	0	0	0	0	0	0	0	0
GT21	0	0	0	0	0	0	0	0	0	0	0	0
GT22	0	0	0	0	0	0	0	0	0	0	0	0
GT25	0	0	0	0	0	0	0	0	0	0	0	0
GT26	0	0	0	0	0	0	0	0	0	0	0	0
GT27	0	0	0	0	0	0	0	0	0	0	0	0
GT28	0	0	0	0	0	0	0	0	0	0	0	0
GT29	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Chitin_synth_1	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glyco_tranf_2_2	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glyco_tranf_2_3	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
GT2_Glyco_tranf_2_4	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glyco_tranf_2_5	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glyco_trans_2_3	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glycos_transf_2	0	0	0	0	0	0	0	0	0	0	0	0
GT3	0	0	0	0	0	0	0	0	0	0	0	0
GT30	0	0	0	0	0	0	0	0	0	0	0	0
GT32	0	0	0	0	0	0	0	0	0	0	0	0
GT33	0	0	0	0	0	0	0	0	0	0	0	0
GT35	0	0	0	0	0	0	0	0	0	0	0	0
GT39	0	0	0	0	0	0	0	0	0	0	0	0
GT4	125.524528817273	328.203139390416	10.566858403112	93.811887358668	324.29815517792	35.4116485877629	38.3395109568092	27.5846434027212	322.338185385411	10.1544314001459	43.6550297288925	0.457732684829739
GT40	0	0	0	0	0	0	0	0	0	0	0	0
GT41	0	0	0	0	0	0	0	0	0	0	0	0
GT44	0	0	0	0	0	0	0	0	0	0	0	0
GT45	0	0	0	0	0	0	0	0	0	0	0	0
GT46	0	0	0	0	0	0	0	0	0	0	0	0
GT47	0	0	0	0	0	0	0	0	0	0	0	0
GT5	0	0	0	0	0	0	0	0	0	0	0	0
GT51	0	0	0	0	0	0	0	0	0	0	0	0
GT55	0	0	0	0	0	0	0	0	0	0	0	0
GT57	0	0	0	0	0	0	0	0	0	0	0	0
GT58	0	0	0	0	0	0	0	0	0	0	0	0
GT62	0	0	0	0	0	0	0	0	0	0	0	0
GT64	0	0	0	0	0	0	0	0	0	0	0	0
GT66	0	0	0	0	0	0	0	0	0	0	0	0
GT69	0	0	0	0	0	0	0	0	0	0	0	0
GT7	0	0	0	0	0	0	0	0	0	0	0	0
GT70	0	0	0	0	0	0	0	0	0	0	0	0
GT73	0	0	0	0	0	0	0	0	0	0	0	0
GT74	0	0	0	0	0	0	0	0	0	0	0	0
GT75	0	0	0	0	0	0	0	0	0	0	0	0
GT76	0	0	0	0	0	0	0	0	0	0	0	0
GT77	0	0	0	0	0	0	0	0	0	0	0	0
GT78	0	0	0	0	0	0	0	0	0	0	0	0
GT8	0	0	0	0	0	0	0	0	0	0	0	0
GT81	0	0	0	0	0	0	0	0	0	0	0	0
GT83	0	0	0	0	0	0	0	0	0	0	0	0
GT87	0	0	0	0	0	0	0	0	0	0	0	0
GT89	0	0	0	0	0	0	0	0	0	0	0	0
GT9	0	0	0	0	0	0	0	0	0	0	0	0
GT90	0	0	0	0	0	0	0	0	0	0	0	0
GT92	0	0	0	0	0	0	0	0	0	0	0	0
GT94	0	0	0	0	0	0	0	0	0	0	0	0
GT97	0	0	0	0	0	0	0	0	0	0	0	0
GT99	0	0	0	0	0	0	0	0	0	0	0	0
PL1	0	0	0	0	0	0	0	0	0	0	0	0
PL10	0	0	0	0	0	0	0	0	0	0	0	0
PL10_3	0	0	0	0	0	0	0	0	0	0	0	0
PL11	0	0	0	0	0	0	0	0	0	0	0	0
PL12	0	0	0	0	0	0	0	0	0	0	0	0
PL12_3	0	0	0	0	0	0	0	0	0	0	0	0
PL14	0	0	0	0	0	0	0	0	0	0	0	0
PL14_3	0	0	0	0	0	0	0	0	0	0	0	0
PL15	0	0	0	0	0	0	0	0	0	0	0	0
PL15_2	0	0	0	0	0	0	0	0	0	0	0	0
PL17	0	0	0	0	0	0	0	0	0	0	0	0
PL17_2	0	0	0	0	0	0	0	0	0	0	0	0
PL1_2	0	0	0	0	0	0	0	0	0	0	0	0
PL1_7	0	0	0	0	0	0	0	0	0	0	0	0
PL2	0	0	0	0	0	0	0	0	0	0	0	0
PL20	0	0	0	0	0	0	0	0	0	0	0	0
PL21	0	0	0	0	0	0	0	0	0	0	0	0
PL22	0	0	0	0	0	0	0	0	0	0	0	0
PL22_1	0	0	0	0	0	0	0	0	0	0	0	0
PL22_2	0	0	0	0	0	0	0	0	0	0	0	0
PL25	0	0	0	0	0	0	0	0	0	0	0	0
PL27	0	0	0	0	0	0	0	0	0	0	0	0
PL3	0	0	0	0	0	0	0	0	0	0	0	0
PL3_1	0	0	0	0	0	0	0	0	0	0	0	0
PL3_4	0	0	0	0	0	0	0	0	0	0	0	0
PL5	0	0	0	0	0	0	0	0	0	0	0	0
PL5_1	0	0	0	0	0	0	0	0	0	0	0	0
PL6	0	0	0	0	0	0	0	0	0	0	0	0
PL6_1	0	0	0	0	0	0	0	0	0	0	0	0
PL6_2	0	0	0	0	0	0	0	0	0	0	0	0
PL7	0	0	0	0	0	0	0	0	0	0	0	0
PL7_1	0	0	0	0	0	0	0	0	0	0	0	0
PL9	0	0	0	0	0	0	0	0	0	0	0	0
PL9_1	0	0	0	0	0	0	0	0	0	0	0	0
PL9_2	0	0	0	0	0	0	0	0	0	0	0	0
PL9_4	0	0	0	0	0	0	0	0	0	0	0	0
SLH	0	0	0	0	0	0	0	0	0	0	0	0
cohesin	0	0	0	0	0	0	0	0	0	0	0	0
dockerin	0	0	0	0	0	0	0	0	0	0	0	0
A08	19223.0392770811	40679.1458525138	2665.3507806183	22672.7004607711	20561.7748171207	7418.7680971653	29242.897144861	26305.5721354435	56071.9804067342	7183.90795166423	3210.08237680043	996.033702087874
A22B	131.738750897171	203.164772441904	7.52174560516293	56.3320666995084	122.268606062448	53.6877845923058	21.0378932468997	3.77152659063806	106.057977118905	33.3656535313887	0	0.323861087198589
A24A	5354.19520444822	8406.98322626577	1060.60215292618	6486.87160171267	7612.2242539907	2707.69238668346	19069.7430714105	16572.0331726665	8574.9116290633	5075.15234977179	2141.51184922443	573.735322301026
A24B	0	0	0	0	0	0	0	0	0	0	0	0
A24X	0	0	0	0	0	0	0	0	0	0	0	0
A28B	0	0	0	0	0	0	0	0	0	0	0	0
A31	614.892165679424	1773.97126709943	452.649973811969	1220.74630233255	1295.50455076426	403.293083011909	14389.1631445378	15092.8122502087	2948.73037626059	2681.34205263759	767.705359965665	383.828443332226
A32	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
C01A	8105.16440672025	5239.29284430123	518.602807207715	7699.30527891189	6465.4233451698	899.153065728906	1770.01819303386	495.764420790972	4718.55868947055	304.834905812983	280.996960315755	83.4697164131882
C01B	19078.4491449997	17342.7741960844	1649.54411332119	17362.1842817195	14055.0376498765	5345.21105462407	6917.87087456798	2096.67188732351	14202.9273141001	1362.58440811001	1147.14799079084	199.102299950196
C01X	0	0	0	0	0	0	0	0	0	0	0	0
C110	787.376851631891	725.978753072987	216.010895000578	1404.64400302891	1278.66948387138	382.571019147113	7683.24152227695	1923.10047048026	484.69331192727	2068.5171548308	151.318624593026	77.4090959645594
C13	0	0	0	0	0	0	0	0	0	0	0	0
C14B	1445.45705473458	653.451954384455	47.8052017300605	1501.63540137234	875.676670517087	268.976216326597	697.35307843389	318.674254770912	427.561671640769	226.113753817011	91.1287723222949	25.7609298266722
C25	0	0	0	0	0	0	0	0	0	0	0	0
C26	33192.5440483061	55190.9153398864	4697.99939188086	35119.6104822715	30792.7890446933	12730.0777758475	36010.9779396083	28953.1046791755	68192.2271651619	9820.57871941491	5361.49327230827	2178.4357838364
C39	0	0	0	0	0	0	0	0	0	0	0	0
C40	2007.66217847937	1554.9593608764	321.250742350579	2985.76976779588	2432.60705941487	408.564499195765	8030.63085649845	2143.49701991332	997.745386477843	3136.11617263263	402.740188726471	110.122902906543
C44	27673.6440262447	48766.9244693706	3914.41192755482	29960.9202643682	25187.1112180793	8444.44517959424	31147.7720414708	27107.1755570738	63029.139834116	8734.6324802434	4518.38208162926	1898.47030611523
C45	221.043071231969	299.332110270891	38.881744800156	218.777132109673	198.78002219617	143.251145244916	99.2831594733059	23.5269197179787	298.794608815249	44.3625380425615	28.6060521426397	6.4423057031647
C51	0	0	0	0	0	0	0	0	0	0	0	0
C56	2017.34569449211	19412.0960620598	654.142203055166	4758.4927607407	3619.38514631768	511.869454630795	9078.63316542765	3526.37912571893	33221.5483165965	2370.34836464843	162.253822369453	114.33230674435
C59	0	0	0	0	0	0	0	0	0	0	0	0
C60A	0	0	0	0	0	0	0	0	0	0	0	0
C69	1445.45705473458	653.451954384455	47.8052017300605	1501.63540137234	875.676670517087	268.976216326597	697.35307843389	318.674254770912	427.561671640769	226.113753817011	91.1287723222949	25.7609298266722
C82A	4597.58815148368	24754.1633881969	965.489198137012	7524.55654554666	7176.62050145042	1198.55770236222	12098.9216164571	4819.97707738395	38302.1347092599	4408.03024231515	1016.81737612648	308.033393949718
