Head	CymD.D.LB	CymD.D.LRP	CymD.D.MRP	CymS.D.B	CymS.D.HRP.1	CymS.D.LRP.1
M20B	0	0	0	0	0	0
M20C	46.9492074021044	30.2367182814204	25.5231877685187	15.3075006585456	10.5290075198036	12.7667969584636
M20D	270.782581506247	222.229377127909	176.168731750625	202.113052878673	176.829978054838	196.905207365293
M20F	73.6286016165177	66.1789762554714	45.1773965006569	34.9207601724978	25.6196474993343	32.5774790479936
M20X	172.365483655886	176.829021528202	146.578192308294	112.342418056756	108.737220605073	127.767410859399
M23A	0	0	0	0	0	0
M23B	383.503933497384	389.481136874736	269.140498294641	296.915744335383	440.558375263469	427.626770848862
M24A	380.356873628785	354.376849068098	278.982835368104	274.945826318406	292.261135349786	313.413191009622
M24B	612.134442470218	554.736792113818	416.59210520023	382.461041730276	363.153315637343	400.148345797143
M28A	0	0	0	0	0	0
M28B	26.5636678630168	28.3286179630269	22.9729282043057	18.4035959562953	16.3354865165594	19.3887110968878
M28D	161.562474238746	146.604879793011	121.055406836806	84.2486780625883	69.29084745168	85.9935031944235
M28E	0	0	0	0	0	0
M28F	126.139220009368	112.7069179349	95.6515612508309	61.4751217580695	48.7986050998331	59.4511502906551
M28X	0	0	0	0	0	0
M29	63.798039793429	43.7107401037109	31.3030536904238	51.0285430916894	36.7048699108883	39.5376896902218
M30	38.6835345325235	26.481057245358	24.4470657979859	21.4810579317592	14.6467742849172	15.347207233561
M32	73.1091407020359	78.3799586969038	56.2984950736353	43.1130667856953	37.0873926285915	45.2785022166791
M36	0	0	0	0	0	0
M38	325.24037972248	313.653012306347	250.143981289838	226.357369480781	342.146290406854	368.281932731371
M41	389.768253654042	386.848339332867	300.20197285323	314.716647304209	329.391383464284	350.352340365342
M42	54.632946250903	45.3617158651987	39.3318022972399	38.5489361309814	45.0444888000293	50.9160154287305
M43B	9.45701774451532	6.85505668827736	6.99211037352398	1.76463777090273	1.12724871436663	1.6330745092564
M48A	61.1671776515595	53.2842410707642	50.8678923444671	51.1611853274929	107.069597992644	116.976652159937
M48B	52.6151698343577	40.9503193807	39.3276902753405	38.1338002360343	59.5607472115669	59.2402817105678
M48C	43.2418362197695	41.88220415486	29.7726609594054	43.3027678274583	79.0403103910796	83.0761223021579
M48X	0	0	0	0	0	0
M49	30.0240910589372	33.9715516382371	28.1913585446627	17.4105727768027	15.7920812936746	20.1560269050253
M50A	0	0	0	0	0	0
M50B	111.010666308665	134.91084979541	106.206704309451	73.7774218240495	154.999990933438	143.404769735439
M50X	0	0	0	0	0	0
M54	0	0	0	0	0	0
M55	30.0019294520596	24.9324387772474	18.7734142398266	11.1367909221503	8.2477024214136	10.4048540555725
M56	0	0	0	0	0	0
M57	0	0	0	0	0	0
M60	0	0	0	0	0	0
M61	0	0	0	0	0	0
M64	8.78010380355435	12.411871965777	12.1506619466898	7.61714384002589	7.86842564105222	9.86364762183932
M66	16.9683232473001	15.1552395166771	10.0883657134501	6.41476626542388	4.47611438144804	5.95228126929608
M67A	12.561866827835	11.8948793586145	12.1591557655212	8.83368362731918	6.8552138305697	8.94547852111424
M67B	65.8956385409771	61.661173927752	53.2353475613554	31.4850648554246	22.1894993688143	27.954690798033
M67C	0	0	0	0	0	0
M72	0	0	0	0	0	0
M75	1.70980514655863	4.55071889657794	2.54626067674334	2.15598307739403	2.96013000256771	14.3570082103612
M78	0	0	0	0	0	0
M79	42.3512276954259	48.2275905065878	42.9972348520887	27.3373614410416	27.8810199515901	31.6866838064029
M81	91.3763790923466	95.790917416602	78.689381085263	72.4624466487549	72.0849244692207	81.1994799842564
M82	94.1260290102121	67.0198963583702	46.5740251232805	85.738025700173	61.5292039049317	64.6370367376389
M90	20.6872490890898	12.8908492321017	12.1521362368685	17.9284446869207	27.3799442848863	29.3051278063812
M97	25.7484270508544	27.5671114824541	22.2390276601399	14.0319101054498	12.3445400225003	15.8159288911354
M98	0	0	0	0	0	0
N06	112.766097917699	90.0680113563719	57.6625551219617	109.845465819533	132.065560069435	124.841907722049
N09	0.00960135670299534	0.0213533859851316	0.0912704971458093	0.00549323583552317	0.0306138608492854	10.7982121844327
N10	0	0	0	0	0	0
N11	0	0	0	0	0	0
P01	157.211259032591	164.453523341347	119.237714578303	69.2184248122084	57.4050580812206	74.2910477394094
S01A	0	0	0	0	0	0
S01B	61.5383121322673	65.7956804245443	38.9072063746874	29.9774214800574	47.7597021916514	37.3208733917116
S01C	267.973275655719	297.33568632206	230.560750809487	198.715230422026	228.094898920181	273.721969084206
S01D	0	0	0	0	0	0
S01E	0	0	0	0	0	0
S08A	164.224226056608	130.91785461204	109.973950264704	91.8551726754921	74.551855467194	83.1749549009945
S08B	26.8793754592983	18.1922035622582	17.0385986906531	7.98870012515102	4.28501032273364	6.4205835960908
S09A	258.749803758131	233.419823294679	189.007023517377	142.676837987819	120.528440992971	142.269044743208
S09B	96.5716464300477	88.9330437194121	73.537527798427	53.6079691527425	43.5829565467984	52.9614390370482
S09C	657.704727029039	682.736901398115	504.028524175297	388.45929176526	370.137676449964	417.546740519109
S09D	61.1508861207665	55.2408564606008	47.9841596226989	36.391523697177	28.4672262835101	35.5834989990033
S09X	889.998554734267	916.535552437811	672.976443619463	585.39344992142	599.03777290854	658.316297945783
S10	20.6698157734671	16.2596623794294	13.5651809193992	10.0591493453735	8.50467540773483	9.85881357501233
S11	87.9878995859363	98.3592498602969	59.4330018350153	83.1777476833235	111.079611124078	119.885284175306
S12	500.901046582682	485.155882503256	402.412897613732	337.374021674752	302.262830198537	354.391518226635
S13	78.0209163403697	56.8742590741005	44.0325369818746	62.8974412271551	57.1878810765822	74.7125583624098
S14	494.506839181613	447.41729827136	344.457758639212	355.697030386357	340.960162669483	370.778685854925
S15	100.79745358538	77.2393306286316	66.190797291163	48.9506145701107	42.4466025131747	49.5146730654604
S16	624.11419469192	590.111684034537	436.088715286562	411.81921805366	447.110146468834	483.087203023525
S24	403.964132448514	447.970142332824	337.90846578106	253.776448811447	302.832502205524	335.809746182532
S26A	247.797429687678	238.13897444458	187.041899358934	181.330521237353	217.743038565516	218.905756928231
S26B	0	0	0	0	0	0
S26C	0	0	0	0	0	0
S33	1272.3391808176	1371.85804447975	1022.30147029679	849.770655318579	889.647570618064	988.422287864023
S41A	233.699429438674	246.407024604151	183.703587912312	196.742891660655	219.552653698452	227.616376025546
S41B	65.6695044903831	49.9833349494239	33.6485663400603	52.2972556848372	37.9823305371239	41.5841456241068
S45	80.4287564914752	87.4198887249946	59.1643033412163	54.4140424408381	46.4473575731451	54.2772459220522
S46	22.4431904161769	23.117875654623	18.2674130642509	9.17718514438851	8.60296501720056	9.30333393671787
S49A	0	0	0	0	0	0
S49B	66.8054433594739	74.7478167309362	56.705031626998	54.3449511551057	88.6835277342558	80.7798282509956
S49C	129.69331015531	138.957695611087	96.5984599875526	65.63618223233	59.8283710503206	72.4129143082231
S49X	0	0	0	0	0	0
S51	108.166631219295	85.3370947822361	67.1470362253102	85.0768210424829	73.3722565391955	80.8268781104185
S54	252.784366118535	292.110224010336	233.026839258798	167.191292488888	167.028338837258	209.547825560452
S55	6.06167429469501	8.0921454075601	7.5912244134391	7.84081259092776	7.98896799047858	9.56474030734949
S66	23.4312792093255	16.198118289158	13.9405554464179	16.1962800393866	12.1728993304891	13.8815035662437
S77	0	0	0	0	0	0
S78	0	0	0	0	0	0
T01A	70.9199390331274	52.2274587508345	50.4679401911432	31.0805178443683	23.2635790023607	39.2875797245855
T01B	200.335842450249	198.880063509764	144.192636030365	171.147683513826	164.521780348941	181.537801559463
T01X	15.096858550346	8.88264467096409	7.74285306381362	5.14605367227609	3.19865375521242	3.90582533541105
T02	299.20167456799	240.372147944487	189.741944318678	196.325523158165	155.228501173406	174.948197639239
T03	1141.46545022505	1202.54469122707	914.330946393563	686.958852395581	641.881103275207	763.826885946053
T05	215.831005142232	233.047620371658	182.771034887686	144.905443001506	179.729639606955	194.034380503391
U32	260.679039767519	210.22275147008	169.515362051805	146.268934562092	162.508681980083	179.581811016984
U56	0	0	0	0	0	0
U62	711.559184156448	715.00300696359	529.172408613707	461.590433745361	454.194988926748	511.097509611985
U69	17.9296408472455	10.9684362360057	8.93106859135774	13.5164750945443	22.6066910295853	25.4558272610323
U72	26.6320837524685	25.1071583432016	25.6792524294545	17.8266990239335	12.8785539375611	17.195126698443
U73	6.14575312007778	2.88256572831406	2.01239317858465	4.48281388850639	15.7375360413513	17.721721850084
